TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-01-10 07:25:38,1768029938265,menshair-mone-id5o.vercel.app/api/reservations,GET,limit=20&page=1&date=2026-01-16,200,52lw5-1768029938265-34ddc867f408,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,MISS,serverless,/api/reservations,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,1717,iad1,311,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQPN1SAHG89YZJGNFQ43C,2pmtmJiTfjWC,3
2026-01-10 07:25:37,1768029937090,menshair-mone-id5o.vercel.app/admin,GET,_rsc=gaqo6,200,jff5w-1768029937090-3e0f5932910c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,PRERENDER,middleware,/_middleware,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,8,kix1,240,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQQE54DR9KEDNEPS1YDPW,gzdLSeigtI0Q,1
2026-01-10 07:25:37,1768029937090,menshair-mone-id5o.vercel.app/admin,GET,_rsc=gaqo6,200,jff5w-1768029937090-3e0f5932910c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,PRERENDER,static,/admin.segments/!KGFkbWluKQ/admin/__PAGE__.segment,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,429,kix1,,,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,,,
2026-01-10 07:25:36,1768029936650,menshair-mone-id5o.vercel.app/admin,GET,_rsc=vmsxl,200,88xsk-1768029936650-031f7173ae1e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,PRERENDER,middleware,/_middleware,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,10,kix1,251,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQQ0SZJ5DWRCA9ADRH558,FoPp5P60Q17w,1
2026-01-10 07:25:36,1768029936650,menshair-mone-id5o.vercel.app/admin,GET,_rsc=vmsxl,200,88xsk-1768029936650-031f7173ae1e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,PRERENDER,static,/admin.segments/!KGFkbWluKQ/admin.segment,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,500,kix1,,,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,,,
2026-01-10 07:25:36,1768029936649,menshair-mone-id5o.vercel.app/admin,GET,_rsc=k6hbk,200,wr6bd-1768029936649-7ae8a78e97ab,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,PRERENDER,middleware,/_middleware,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,8,kix1,252,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQQ164MMBT71EFV2DPHGY,FoPp5P60Q17w,1
2026-01-10 07:25:36,1768029936649,menshair-mone-id5o.vercel.app/admin,GET,_rsc=k6hbk,200,wr6bd-1768029936649-7ae8a78e97ab,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,PRERENDER,static,/admin.segments/!KGFkbWluKQ.segment,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,458,kix1,,,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,,,
2026-01-10 07:25:36,1768029936648,menshair-mone-id5o.vercel.app/admin,GET,_rsc=7ismn,200,9qslq-1768029936648-5ba6739cbe26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,PRERENDER,middleware,/_middleware,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,341,kix1,240,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQQ0GAB27CQBY5ASE5FJ8,gzdLSeigtI0Q,1
2026-01-10 07:25:36,1768029936648,menshair-mone-id5o.vercel.app/admin,GET,_rsc=7ismn,200,9qslq-1768029936648-5ba6739cbe26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,PRERENDER,static,/admin.segments/_index.segment,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,1006,kix1,,,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,,,
2026-01-10 07:25:36,1768029936644,menshair-mone-id5o.vercel.app/admin,GET,_rsc=gpfkb,200,7w24v-1768029936644-de19da1a4e00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,PRERENDER,middleware,/_middleware,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,13,kix1,248,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQQ07XRYBSP053BT2QH83,FoPp5P60Q17w,1
2026-01-10 07:25:36,1768029936644,menshair-mone-id5o.vercel.app/admin,GET,_rsc=gpfkb,200,7w24v-1768029936644-de19da1a4e00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,PRERENDER,static,/admin.segments/_head.segment,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,408,kix1,,,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,,,
2026-01-10 07:25:36,1768029936464,menshair-mone-id5o.vercel.app/api/auth/session,GET,nxtPnextauth=session,200,7w24v-1768029936464-a29a3f5208de,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,MISS,serverless,/api/auth/[...nextauth],menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,8,iad1,332,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQPTVFZ75F2XE8542B44M,dsZcUpWnoM3R,2
2026-01-10 07:25:36,1768029936196,menshair-mone-id5o.vercel.app/api/reservations,GET,month=2026-01&limit=1000,200,dcn6r-1768029936196-d8b0cc511a69,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,MISS,serverless,/api/reservations,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,2162,iad1,309,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQPN1SAHG89YZJGNFQ43C,2pmtmJiTfjWC,3
2026-01-10 07:25:36,1768029936196,menshair-mone-id5o.vercel.app/api/admin/holidays,GET,year=2026&month=1,200,chms9-1768029936196-0c5e9f18cb85,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,MISS,middleware,/_middleware,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,8,kix1,245,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQPJ888ANFBPD0XWZSASX,FoPp5P60Q17w,1
2026-01-10 07:25:36,1768029936196,menshair-mone-id5o.vercel.app/api/admin/holidays,GET,year=2026&month=1,200,chms9-1768029936196-0c5e9f18cb85,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,MISS,serverless,/api/admin/holidays,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,1711,iad1,309,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQPN1SAHG89YZJGNFQ43C,2pmtmJiTfjWC,3
2026-01-10 07:25:36,1768029936196,menshair-mone-id5o.vercel.app/api/reservations,GET,limit=20&page=1&date=2026-01-10,200,bmbck-1768029936196-57281bdeda3a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,MISS,serverless,/api/reservations,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,663,iad1,296,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQPTWRV5TT192A7F5HM4C,cQx04YaFJiUG,1
2026-01-10 07:25:36,1768029936196,menshair-mone-id5o.vercel.app/api/menus,GET,,200,52lw5-1768029936196-a36b426214b4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,MISS,serverless,/api/menus,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,871,iad1,332,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQPTVFZ75F2XE8542B44M,dsZcUpWnoM3R,2
2026-01-10 07:25:36,1768029936185,menshair-mone-id5o.vercel.app/admin,GET,_rsc=e4q7h,200,jff5w-1768029936185-16e5e544b6ca,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,PRERENDER,middleware,/_middleware,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,9,kix1,246,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQPJ6F00Q5RH63JC8SC5B,FoPp5P60Q17w,1
2026-01-10 07:25:36,1768029936185,menshair-mone-id5o.vercel.app/admin,GET,_rsc=e4q7h,200,jff5w-1768029936185-16e5e544b6ca,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,PRERENDER,static,/admin.segments/_tree.segment,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,438,kix1,,,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,,,
2026-01-10 07:25:35,1768029935989,menshair-mone-id5o.vercel.app/api/holidays,GET,year=2026&month=1,200,q8v94-1768029935989-66dcbc6efe6c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,MISS,serverless,/api/holidays,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,838,iad1,309,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQPN1SAHG89YZJGNFQ43C,2pmtmJiTfjWC,3
2026-01-10 07:25:35,1768029935989,menshair-mone-id5o.vercel.app/api/auth/session,GET,nxtPnextauth=session,200,p746w-1768029935989-0a26a7b2a318,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,MISS,serverless,/api/auth/[...nextauth],menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,7,iad1,308,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQPN1SAHG89YZJGNFQ43C,2pmtmJiTfjWC,2
2026-01-10 07:25:33,1768029933230,www.mone.hair/api/auth/session,GET,nxtPnextauth=session,200,9nkkh-1768029933230-f9ce3b5e2cec,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",,production,master,MISS,serverless,/api/auth/[...nextauth],www.mone.hair,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,6,iad1,307,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQKH89N7KHWJ2N4C1C41A,2pmtmJiTfjWC,2
2026-01-10 07:25:33,1768029933013,www.mone.hair/api/holidays,GET,year=2026&month=1,200,6n2gt-1768029933013-4dbd271f2d0a,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",,production,master,MISS,serverless,/api/holidays,www.mone.hair,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,839,iad1,308,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQKH89N7KHWJ2N4C1C41A,2pmtmJiTfjWC,2
2026-01-10 07:25:33,1768029933010,www.mone.hair/api/auth/session,GET,nxtPnextauth=session,200,6n2gt-1768029933010-99b647eeca37,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",,production,master,MISS,serverless,/api/auth/[...nextauth],www.mone.hair,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,11,iad1,290,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQKH361KA6T9WXD19QTXY,cQx04YaFJiUG,1
2026-01-10 07:25:32,1768029932879,www.mone.hair/admin/login,GET,error=CredentialsSignin,304,6n2gt-1768029932879-2c9bf8648210,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",,production,master,HIT,middleware,/_middleware,www.mone.hair,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,6,hnd1,257,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQKAP30BFVZ47DVR4FZX2,byvZwv0ohbx4,1
2026-01-10 07:25:32,1768029932879,www.mone.hair/admin/login,GET,error=CredentialsSignin,304,6n2gt-1768029932879-2c9bf8648210,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",,production,master,HIT,static,/admin/login,www.mone.hair,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,28,hnd1,,,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,,,
2026-01-10 07:25:32,1768029932768,menshair-mone-id5o.vercel.app/admin/reservations,GET,,200,p746w-1768029932768-0e0a85092b0f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,PRERENDER,middleware,/_middleware,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,40,kix1,245,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQKWD740P14EM3FM0YFVE,FoPp5P60Q17w,1
2026-01-10 07:25:32,1768029932768,menshair-mone-id5o.vercel.app/admin/reservations,GET,,200,p746w-1768029932768-0e0a85092b0f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,production,master,PRERENDER,static,/admin/reservations,menshair-mone-id5o.vercel.app,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,1361,kix1,,,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,,,
2026-01-10 07:25:32,1768029932609,www.mone.hair/api/auth/session,GET,nxtPnextauth=session,,rrhc5-1768029932609-3cd25a04a5aa,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",,production,,,serverless,/api/auth/[...nextauth],www.mone.hair,,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,9,iad1,290,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQK4JA4HX1E1ZP4NRMC30,cQx04YaFJiUG,1
2026-01-10 07:25:32,1768029932447,www.mone.hair/api/auth/callback/credentials,POST,nxtPnextauth=callback%2Fcredentials,200,z4xtm-1768029932109-c0ad0cd5cd14,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",error,production,master,MISS,serverless,/api/auth/[...nextauth],www.mone.hair,www.mone.hair,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,,,,,[31m[auth][error][0m CredentialsSignin: Read more at https://errors.authjs.dev#credentialssignin,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,,,
2026-01-10 07:25:32,1768029932448,www.mone.hair/api/auth/callback/credentials,POST,nxtPnextauth=callback%2Fcredentials,200,z4xtm-1768029932109-c0ad0cd5cd14,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",error,production,master,MISS,serverless,/api/auth/[...nextauth],www.mone.hair,www.mone.hair,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,,,,,"at rY (/var/task/web/.next/server/chunks/web_2fa16c9a._.js:404:41595)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async r6 (/var/task/web/.next/server/chunks/web_2fa16c9a._.js:404:51219)
    at async r7 (/var/task/web/.next/server/chunks/web_2fa16c9a._.js:404:55786)
    at async rM.do (/var/task/web/node_modules/next/dist/compiled/next-server/app-route-turbo.runtime.prod.js:5:20152)
    at async rM.handle (/var/task/web/node_modules/next/dist/compiled/next-server/app-route-turbo.runtime.prod.js:5:24898)
    at async p (/var/task/web/.next/server/chunks/[root-of-the-server]__ddb37065._.js:1:5856)
    at async rM.handleResponse (/var/task/web/node_modules/next/dist/compiled/next-server/app-route-turbo.runtime.prod.js:1:101142)
    at async d (/var/task/web/.next/server/chunks/[root-of-the-server]__ddb37065._.js:1:6894)
    at async j (/var/task/web/.next/server/chunks/[root-of-the-server]__ddb37065._.js:1:7972)",prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,,,
2026-01-10 07:25:32,1768029932109,www.mone.hair/api/auth/callback/credentials,POST,nxtPnextauth=callback%2Fcredentials,200,z4xtm-1768029932109-c0ad0cd5cd14,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",,production,master,MISS,serverless,/api/auth/[...nextauth],www.mone.hair,www.mone.hair,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,229,iad1,290,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQJNJ6817WZ35VVNTH9JX,cQx04YaFJiUG,1
2026-01-10 07:25:31,1768029931817,www.mone.hair/api/auth/csrf,GET,nxtPnextauth=csrf,200,cxdhp-1768029931817-7b85d8180fd7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",,production,master,MISS,serverless,/api/auth/[...nextauth],www.mone.hair,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,13,iad1,290,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQJBXCH012BP84B8W53Q4,cQx04YaFJiUG,1
2026-01-10 07:25:31,1768029931418,www.mone.hair/api/auth/providers,GET,nxtPnextauth=providers,200,9nkkh-1768029931418-0fb9d5add8c0,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",,production,master,MISS,serverless,/api/auth/[...nextauth],www.mone.hair,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,12,iad1,289,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQJ2TKTP73TGJKYSX3ZYB,cQx04YaFJiUG,1
2026-01-10 07:25:25,1768029925140,www.mone.hair/api/auth/session,GET,nxtPnextauth=session,200,nqg5r-1768029925140-93b3c2f50068,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",,production,master,MISS,serverless,/api/auth/[...nextauth],www.mone.hair,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,5,iad1,303,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQAQNWQWVECSNGGZRQV5D,2pmtmJiTfjWC,2
2026-01-10 07:25:24,1768029924918,www.mone.hair/api/holidays,GET,year=2026&month=1,200,n7wqj-1768029924918-7b113d707ce0,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",,production,master,MISS,serverless,/api/holidays,www.mone.hair,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,868,iad1,289,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQBMD2KZBEKA31C3Z15A8,cQx04YaFJiUG,1
2026-01-10 07:25:24,1768029924917,www.mone.hair/api/auth/session,GET,nxtPnextauth=session,,rrhc5-1768029924917-b9c2d8d5c5e9,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",,production,,,serverless,/api/auth/[...nextauth],www.mone.hair,,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,5,iad1,302,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQAQNWQWVECSNGGZRQV5D,2pmtmJiTfjWC,2
2026-01-10 07:25:24,1768029924765,www.mone.hair/admin/login,GET,error=CredentialsSignin,304,ts9qz-1768029924765-47ee5ee86b5f,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",,production,master,HIT,middleware,/_middleware,www.mone.hair,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,7,hnd1,256,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQBD74HDCTVYSKP7CPRN1,byvZwv0ohbx4,1
2026-01-10 07:25:24,1768029924765,www.mone.hair/admin/login,GET,error=CredentialsSignin,304,ts9qz-1768029924765-47ee5ee86b5f,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",,production,master,HIT,static,/admin/login,www.mone.hair,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,32,hnd1,,,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,,,
2026-01-10 07:25:24,1768029924481,www.mone.hair/api/auth/session,GET,nxtPnextauth=session,200,csl8n-1768029924481-d9dd49333aae,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",,production,master,MISS,serverless,/api/auth/[...nextauth],www.mone.hair,menshair-mone-id5o-or4dqfpv4-sogas-projects-8b606a52.vercel.app,dpl_6DgZT3MBAM7qPrzFX9PFt1bCFPVB,6,iad1,302,2048,,prj_BaFlzJmImEk0Ls2bjITX7MdXPMrC,,,01KEKCQAQNWQWVECSNGGZRQV5D,2pmtmJiTfjWC,2
